question_key	question
Sooth_QGen#070a2a7f7bdd	Will the Kalshi YES mid-market price for Boston (Boston vs New York Y) land in the 0-10¢ bucket at game start (2026-06-07)?
Sooth_QGen#070ab3c64f3e	Will the Kalshi YES mid-market price for Zachary Svajda (Will Zachary Svajda win the Svajda vs Walton: Round Of 64 match) land in the 70-80¢ bucket at game start (2026-05-28)?
Sooth_QGen#070f1de16dcd	Will the Kalshi YES mid-market price for San Diego (San Diego vs Philadelphia) land in the 80-90¢ bucket at game start (2026-06-02)?
Sooth_QGen#071f16bf0d6b	Will the Kalshi YES mid-market price for Jannik Sinner (Will Jannik Sinner win the Sinner vs Cerundolo: Round Of 64 match) land in the 80-90¢ bucket at game start (2026-05-28)?
Sooth_QGen#07231a172118	Will the Kalshi YES mid-market price for Toronto (New York Y vs Toronto) land in the 10-20¢ bucket at game start (2026-06-13)?
Sooth_QGen#0727afa09691	Will the Kalshi YES mid-market price for St. Louis (San Diego vs St. Louis) land in the 90-100¢ bucket at game start (2026-06-15)?
Sooth_QGen#07308056b6f6	Will the Kalshi YES mid-market price for New York M (New York M vs Seattle) land in the 10-20¢ bucket at game start (2026-06-02)?
Sooth_QGen#073b25fb913c	Will the Kalshi YES mid-market price for Seattle (Arizona vs Seattle) land in the 60-70¢ bucket at game start (2026-05-31)?
Sooth_QGen#073d7bc06fab	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Texas) land in the 90-100¢ bucket at game start (2026-05-30)?
Sooth_QGen#073f49bbd082	Will the Kalshi YES mid-market price for Toronto (Miami vs Toronto) land in the 70-80¢ bucket at game start (2026-05-27)?
Sooth_QGen#075253b266a7	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Los Angeles A) land in the 70-80¢ bucket at game start (2026-06-13)?
Sooth_QGen#0754f94e497e	Will the Kalshi YES mid-market price for Detroit (Detroit vs Chicago WS) land in the 30-40¢ bucket at game start (2026-05-29)?
Sooth_QGen#07576eba9a30	Will the Kalshi YES mid-market price for Colorado (Colorado vs Los Angeles A) land in the 80-90¢ bucket at game start (2026-06-04)?
Sooth_QGen#07657fd86e0c	Will the Kalshi YES mid-market price for Los Angeles A (Houston vs Los Angeles A) land in the 50-60¢ bucket at game start (2026-06-11)?
Sooth_QGen#077060a21ef2	Will the Kalshi YES mid-market price for New York Y (New York Y vs A's) land in the 70-80¢ bucket at game start (2026-05-31)?
Sooth_QGen#077294b18bef	Will the Kalshi YES mid-market price for Boston (Texas vs Boston) land in the 20-30¢ bucket at game start (2026-06-12)?
Sooth_QGen#07747c68aba3	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Arizona) land in the 30-40¢ bucket at game start (2026-06-03)?
Sooth_QGen#07824f07626a	Will the Kalshi YES mid-market price for A's (New York Y vs A's) land in the 30-40¢ bucket at game start (2026-05-31)?
Sooth_QGen#0792266df414	Will the Kalshi YES mid-market price for Minnesota (Kansas City vs Minnesota) land in the 30-40¢ bucket at game start (2026-06-07)?
Sooth_QGen#0798b8efd6bf	Will the Kalshi YES mid-market price for Chicago (Will Chicago win the Chicago vs Carolina Pro Football game) land in the 80-90¢ bucket at game start (2026-09-13)?
Sooth_QGen#079cfef6f0d8	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 20-30¢ bucket at game start (2026-06-02)?
Sooth_QGen#07a79d7cd1b6	Will the Kalshi YES mid-market price for Cincinnati (Cincinnati vs St. Louis) land in the 80-90¢ bucket at game start (2026-06-06)?
Sooth_QGen#07ac63b22c1e	Will the Kalshi YES mid-market for Carolina Hurricanes ML be ≥ 55¢ at puck drop of ECF Game 3 on May 25?
Sooth_QGen#07b1f3498106	Will the Kalshi YES mid-market price for Texas (Cleveland vs Texas) land in the 90-100¢ bucket at game start (2026-06-06)?
Sooth_QGen#07bf8ccd98ae	Will the Kalshi YES mid-market price for Toronto (New York Y vs Toronto) land in the 70-80¢ bucket at game start (2026-06-12)?
Sooth_QGen#082c3e776327	Will the Kalshi YES mid-market price for Chicago WS (Minnesota vs Chicago WS) land in the 70-80¢ bucket at game start (2026-05-28)?
Sooth_QGen#08342fda12b1	Will the Kalshi YES mid-market price for Kansas City (Texas vs Kansas City) land in the 80-90¢ bucket at game start (2026-06-09)?
Sooth_QGen#083439f2f7f8	Will the Kalshi YES mid-market price for Washington (Seattle vs Washington) land in the 90-100¢ bucket at game start (2026-06-14)?
Sooth_QGen#0835f6be66d6	Will the Kalshi YES mid-market price for San Antonio (Game 5: New York at San Antonio) land in the 50-60¢ bucket at game start (2026-06-14)?
Sooth_QGen#0850532dae23	Will the Kalshi YES mid-market price for San Francisco (Chicago C vs San Francisco) land in the 0-10¢ bucket at game start (2026-06-14)?
Sooth_QGen#0876a49d3f59	Will the Kalshi YES mid-market price for VGK Golden Knights (Game 3: Carolina at Vegas) land in the 70-80¢ bucket at game start (2026-06-07)?
Sooth_QGen#0878f23a501c	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs Houston) land in the 50-60¢ bucket at game start (2026-05-31)?
Sooth_QGen#088412d909c2	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Tampa Bay) land in the 20-30¢ bucket at game start (2026-05-30)?
Sooth_QGen#0887e41be8c8	Will the Kalshi YES mid-market price for San Diego (San Diego vs Washington) land in the 50-60¢ bucket at game start (2026-05-29)?
Sooth_QGen#0889c55ad4a4	Will the Kalshi YES mid-market price for Detroit (Los Angeles A vs Detroit) land in the 50-60¢ bucket at game start (2026-05-28)?
Sooth_QGen#089026b3d3a0	Will the Kalshi YES mid-market price for Green Bay (Will Green Bay win the Green Bay vs Minnesota Pro Football game) land in the 80-90¢ bucket at game start (2026-09-13)?
Sooth_QGen#08ad1a6cb8ab	Will the Kalshi YES mid-market price for San Francisco (Chicago C vs San Francisco) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#08ad5c0674a2	Will the Kalshi YES mid-market price for Houston (Pittsburgh vs Houston) land in the 90-100¢ bucket at game start (2026-06-05)?
Sooth_QGen#08ade83feda1	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Washington) land in the 10-20¢ bucket at game start (2026-06-15)?
Sooth_QGen#08c0bb8fb98e	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 40-50¢ bucket at game start (2026-06-09)?
Sooth_QGen#08c78fbdc92a	Will the Kalshi YES mid-market price for Chicago C (San Francisco vs Chicago C) land in the 60-70¢ bucket at game start (2026-06-05)?
Sooth_QGen#08dbb7be70a7	Will the Kalshi YES mid-market price for Chicago (Will Chicago win the Chicago vs Carolina Pro Football game) land in the 40-50¢ bucket at game start (2026-09-13)?
Sooth_QGen#08e58f53fec0	Will the Kalshi YES mid-market price for Texas (Houston vs Texas) land in the 10-20¢ bucket at game start (2026-05-28)?
Sooth_QGen#08edbfcfafdd	Will the Kalshi YES mid-market price for Washington (Seattle vs Washington) land in the 50-60¢ bucket at game start (2026-06-12)?
Sooth_QGen#090b1fa6eddb	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Chicago C) land in the 80-90¢ bucket at game start (2026-06-05)?
Sooth_QGen#090e9d619c16	Will the Kalshi YES mid-market price for Pittsburgh (Chicago C vs Pittsburgh) land in the 20-30¢ bucket at game start (2026-05-28)?
Sooth_QGen#091990c985da	Will the Kalshi YES mid-market price for Arizona (Arizona vs Cincinnati) land in the 40-50¢ bucket at game start (2026-06-14)?
Sooth_QGen#09209e5b15c2	Will the Kalshi YES mid-market price for San Antonio (Game 6: Oklahoma City at San Antonio) land in the 20-30¢ bucket at game start (2026-05-29)?
Sooth_QGen#092ad56b6c18	Will the Kalshi YES mid-market price for Adam Walton (Will Adam Walton win the Svajda vs Walton: Round Of 64 match) land in the 40-50¢ bucket at game start (2026-05-28)?
Sooth_QGen#0945d02dea97	Will the Kalshi YES mid-market price for Minnesota (St. Louis vs Minnesota) land in the 70-80¢ bucket at game start (2026-06-13)?
Sooth_QGen#0959fef49552	Will the Kalshi YES mid-market price for New York Y (New York Y vs Cleveland) land in the 50-60¢ bucket at game start (2026-06-08)?
Sooth_QGen#0965c43226d0	Will the Kalshi YES mid-market price for Tampa Bay (Boston vs Tampa Bay) land in the 50-60¢ bucket at game start (2026-06-09)?
Sooth_QGen#097162b94693	Will the Kalshi YES mid-market price for Toronto (Baltimore vs Toronto) land in the 30-40¢ bucket at game start (2026-06-06)?
Sooth_QGen#097578324059	Will the Kalshi YES mid-market price for Texas (Kansas City vs Texas) land in the 40-50¢ bucket at game start (2026-05-30)?
Sooth_QGen#098ea740c081	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 5: Montreal at Carolina) land in the 60-70¢ bucket at game start (2026-05-30)?
Sooth_QGen#09a98bd4c30e	Will the Kalshi YES mid-market price for Baltimore (Will Baltimore win the Baltimore vs Indianapolis Pro Football game) land in the 20-30¢ bucket at game start (2026-09-13)?
Sooth_QGen#09aa048502b8	Will the Kalshi YES mid-market price for New York M (Cincinnati vs New York M) land in the 0-10¢ bucket at game start (2026-05-27)?
Sooth_QGen#09ad2fd7c293	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 50-60¢ bucket at game start (2026-06-06)?
Sooth_QGen#09afea47a074	Will the Kalshi YES mid-market price for Los Angeles A (Tampa Bay vs Los Angeles A) land in the 10-20¢ bucket at game start (2026-06-14)?
Sooth_QGen#09b1fb1351c4	Will the Kalshi YES mid-market price for Kansas City (Kansas City vs Minnesota) land in the 50-60¢ bucket at game start (2026-06-07)?
Sooth_QGen#09b66353bbd4	Will the Kalshi YES mid-market price for New York M (Atlanta vs New York M) land in the 0-10¢ bucket at game start (2026-06-13)?
Sooth_QGen#09c109382185	Will the Kalshi YES mid-market price for Miami (Miami vs Washington) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#09c1a5b225ed	Will the Kalshi YES mid-market price for Cleveland (Cleveland vs New York Y) land in the 0-10¢ bucket at game start (2026-06-03)?
Sooth_QGen#09c303d7552a	Will the Kalshi YES mid-market price for Arizona (Los Angeles D vs Arizona) land in the 30-40¢ bucket at game start (2026-06-05)?
Sooth_QGen#09d8b18a0a0f	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs St. Louis) land in the 0-10¢ bucket at game start (2026-05-29)?
Sooth_QGen#09e7f095e1bc	Will the Kalshi YES mid-market price for Cincinnati (Kansas City vs Cincinnati) land in the 90-100¢ bucket at game start (2026-06-01)?
Sooth_QGen#09eeedbf8ad5	Will the Kalshi YES mid-market price for New Orleans (Will New Orleans win the New Orleans vs Detroit Pro Football game) land in the 20-30¢ bucket at game start (2026-09-13)?
Sooth_QGen#0a1579dbb7e7	Will the Kalshi YES mid-market price for New York Y (New York Y vs A's) land in the 0-10¢ bucket at game start (2026-05-31)?
Sooth_QGen#0a1ef289d288	Will the Kalshi YES mid-market price for Toronto (Toronto vs Baltimore) land in the 0-10¢ bucket at game start (2026-05-31)?
Sooth_QGen#0a26748f219c	Will the Kalshi YES mid-market price for Philadelphia (Philadelphia vs Los Angeles D) land in the 10-20¢ bucket at game start (2026-05-31)?
Sooth_QGen#0a2f36beb8a9	Will the Kalshi YES mid-market price for Cincinnati (Atlanta vs Cincinnati) land in the 80-90¢ bucket at game start (2026-05-29)?
Sooth_QGen#0a33af6a3e05	Will the Kalshi YES mid-market price for Cleveland (Cleveland vs Texas) land in the 60-70¢ bucket at game start (2026-06-06)?
Sooth_QGen#0a349812b79b	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 90-100¢ bucket at game start (2026-06-01)?
Sooth_QGen#0a36181fd589	Will the Kalshi YES mid-market price for Boston (Baltimore vs Boston) land in the 70-80¢ bucket at game start (2026-06-03)?
Sooth_QGen#0a38e43b78d2	Will the Kalshi YES mid-market price for Arizona (Arizona vs Seattle) land in the 70-80¢ bucket at game start (2026-05-31)?
Sooth_QGen#0a5dffb9acc3	Will the Kalshi YES mid-market price for VGK Golden Knights (Game 6: Carolina at Vegas) land in the 60-70¢ bucket at game start (2026-06-15)?
Sooth_QGen#0a64594062a6	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs Minnesota) land in the 50-60¢ bucket at game start (2026-06-14)?
Sooth_QGen#0a78d0a0ff31	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 60-70¢ bucket at game start (2026-06-01)?
Sooth_QGen#0a880473b6be	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Chicago C) land in the 90-100¢ bucket at game start (2026-06-08)?
Sooth_QGen#0a9934b10be9	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 50-60¢ bucket at game start (2026-06-04)?
Sooth_QGen#0a9a2e95fea1	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 1: Vegas at Carolina) land in the 10-20¢ bucket at game start (2026-06-03)?
Sooth_QGen#0a9c222dc2b8	Will the Kalshi YES mid-market price for Chicago C (A's vs Chicago C) land in the 0-10¢ bucket at game start (2026-06-05)?
Sooth_QGen#0a9ff62154f9	Will the Kalshi YES mid-market price for Philadelphia (Chicago WS vs Philadelphia) land in the 80-90¢ bucket at game start (2026-06-05)?
Sooth_QGen#0aa6974f34e2	Will the Kalshi YES mid-market price for A's (Milwaukee vs A's) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#0aafacd18b1e	Will the Kalshi YES mid-market price for Minnesota (Chicago WS vs Minnesota) land in the 0-10¢ bucket at game start (2026-06-02)?
Sooth_QGen#0acdd7eb25a6	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Arizona) land in the 90-100¢ bucket at game start (2026-06-04)?
Sooth_QGen#0ad45b0a856a	Will the Kalshi YES mid-market price for Cleveland (Detroit vs Cleveland) land in the 80-90¢ bucket at game start (2026-06-14)?
Sooth_QGen#0ae083c590fd	Will the Kalshi YES mid-market price for San Francisco (Will San Francisco win the San Francisco vs Los Angeles R Pro Football game) land in the 90-100¢ bucket at game start (2026-09-11)?
Sooth_QGen#0af7e27ef09d	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Chicago WS) land in the 60-70¢ bucket at game start (2026-06-11)?
Sooth_QGen#0b0d4ad1fc29	Will the Kalshi YES mid-market price for San Diego (Cincinnati vs San Diego) land in the 0-10¢ bucket at game start (2026-06-09)?
Sooth_QGen#0b120beb1222	Will the Kalshi YES mid-market price for San Diego (San Diego vs Washington) land in the 80-90¢ bucket at game start (2026-05-29)?
Sooth_QGen#0b1470b10972	Will the Kalshi YES mid-market price for A's (A's vs Chicago C) land in the 10-20¢ bucket at game start (2026-06-03)?
Sooth_QGen#0b23fc5d46b5	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs Colorado) land in the 80-90¢ bucket at game start (2026-06-07)?
Sooth_QGen#0b35a67f9340	Will the Kalshi YES mid-market price for Vit Kopriva (Will Vit Kopriva win the Landaluce vs Kopriva: Round Of 64 match) land in the 20-30¢ bucket at game start (2026-05-28)?
Sooth_QGen#0b3f0c4ebfbf	Will the Kalshi YES mid-market price for Boston (Boston vs Cleveland) land in the 0-10¢ bucket at game start (2026-05-29)?
Sooth_QGen#0b7db8985517	Will the Kalshi YES mid-market price for A's (Milwaukee vs A's) land in the 90-100¢ bucket at game start (2026-06-10)?
Sooth_QGen#0bc013bfc1b3	Will the Kalshi YES mid-market price for Cincinnati (Arizona vs Cincinnati) land in the 40-50¢ bucket at game start (2026-06-12)?
Sooth_QGen#0bc3cab2a038	Will the Kalshi YES mid-market price for Cleveland (Cleveland vs New York Y) land in the 40-50¢ bucket at game start (2026-06-04)?
Sooth_QGen#0bc4b9804579	Will the Kalshi YES mid-market price for Houston (Houston vs Los Angeles A) land in the 10-20¢ bucket at game start (2026-06-11)?
Sooth_QGen#0bcb361f634a	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 10-20¢ bucket at game start (2026-06-01)?
Sooth_QGen#0c29ee8b18c4	Will the Kalshi YES mid-market price for Miami (Miami vs New York M) land in the 90-100¢ bucket at game start (2026-05-30)?
Sooth_QGen#0c2be01a48ab	Will the Kalshi YES mid-market price for Arizona (Los Angeles D vs Arizona) land in the 50-60¢ bucket at game start (2026-06-05)?
Sooth_QGen#0c417b881993	Will the Kalshi YES mid-market price for San Diego (Cincinnati vs San Diego) land in the 20-30¢ bucket at game start (2026-06-10)?
Sooth_QGen#0c64d8113635	Will the Kalshi YES mid-market price for New York Y (Boston vs New York Y) land in the 70-80¢ bucket at game start (2026-06-06)?
Sooth_QGen#0c6b1a376122	Will the Kalshi YES mid-market price for Matteo Arnaldi (Will Matteo Arnaldi win the Arnaldi vs Tsitsipas: Round Of 64 match) land in the 90-100¢ bucket at game start (2026-05-28)?
Sooth_QGen#0c7110e8e9c9	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs New York M) land in the 0-10¢ bucket at game start (2026-06-09)?
Sooth_QGen#0c74364a4d61	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#0c7c7bb51a81	Will the Kalshi YES mid-market price for Minnesota (Will Minnesota win the Green Bay vs Minnesota Pro Football game) land in the 80-90¢ bucket at game start (2026-09-13)?
